Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
[41]     0.0    0.00    0.00      18         __gnu_cxx::new_allocator<std::_List_node<int> >::new_allocator() [41]
-----------------------------------------------
                0.00    0.00       6/18          Graph::isConnected() [177]
                0.00    0.00      12/18          Graph::dfs(int, std::vector<bool, std::allocator<bool> >&) [181]
[42]     0.0    0.00    0.00      18         std::_Bit_reference::operator bool() const [42]
-----------------------------------------------
                0.00    0.00      18/18          std::__cxx11::_List_base<int, std::allocator<int> >::~_List_base() [45]
[43]     0.0    0.00    0.00      18         std::__cxx11::_List_base<int, std::allocator<int> >::_List_impl::~_List_impl() [43]
                0.00    0.00      18/30          std::allocator<std::_List_node<int> >::~allocator() [24]
-----------------------------------------------
                0.00    0.00      18/18          std::__cxx11::_List_base<int, std::allocator<int> >::~_List_base() [45]
[44]     0.0    0.00    0.00      18         std::__cxx11::_List_base<int, std::allocator<int> >::_M_clear() [44]
                0.00    0.00      12/60          std::_List_node<int>::_M_valptr() [12]
                0.00    0.00      12/48          std::__cxx11::_List_base<int, std::allocator<int> >::_M_get_Node_allocator() [14]
                0.00    0.00      12/12          void std::allocator_traits<std::allocator<std::_List_node<int> > >::destroy<int>(std::allocator<std::_List_node<int> >&, int*) [76]
                0.00    0.00      12/12          std::__cxx11::_List_base<int, std::allocator<int> >::_M_put_node(std::_List_node<int>*) [82]
-----------------------------------------------
                0.00    0.00      18/18          std::__cxx11::list<int, std::allocator<int> >::~list() [46]
[45]     0.0    0.00    0.00      18         std::__cxx11::_List_base<int, std::allocator<int> >::~_List_base() [45]
                0.00    0.00      18/18          std::__cxx11::_List_base<int, std::allocator<int> >::_M_clear() [44]
                0.00    0.00      18/18          std::__cxx11::_List_base<int, std::allocator<int> >::_List_impl::~_List_impl() [43]
-----------------------------------------------
                0.00    0.00       6/18          void std::_Destroy<std::__cxx11::list<int, std::allocator<int> > >(std::__cxx11::list<int, std::allocator<int> >*) [137]
                0.00    0.00      12/18          std::__cxx11::list<int, std::allocator<int> >::remove(int const&) [87]
[46]     0.0    0.00    0.00      18         std::__cxx11::list<int, std::allocator<int> >::~list() [46]
                0.00    0.00      18/18          std::__cxx11::_List_base<int, std::allocator<int> >::~_List_base() [45]
-----------------------------------------------
                0.00    0.00      18/18          std::__detail::_List_node_header::_List_node_header() [48]
[47]     0.0    0.00    0.00      18         std::__detail::_List_node_header::_M_init() [47]
-----------------------------------------------
                0.00    0.00       6/18          std::__cxx11::_List_base<int, std::allocator<int> >::_List_impl::_List_impl() [130]
                0.00    0.00      12/18          std::__cxx11::_List_base<int, std::allocator<int> >::_List_impl::_List_impl(std::allocator<std::_List_node<int> >&&) [79]
[48]     0.0    0.00    0.00      18         std::__detail::_List_node_header::_List_node_header() [48]
                0.00    0.00      18/18          std::__detail::_List_node_header::_M_init() [47]
-----------------------------------------------
                0.00    0.00       8/16          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [153]
                0.00    0.00       8/16          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [144]
[49]     0.0    0.00    0.00      16         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [49]
-----------------------------------------------
                0.00    0.00       1/15          Graph::isConnected() [177]
                0.00    0.00      14/15          Graph::findEulerianCircuit() [179]
[50]     0.0    0.00    0.00      15         std::__cxx11::list<int, std::allocator<int> >::empty() const [50]
-----------------------------------------------
                0.00    0.00      14/14          void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [57]
[51]     0.0    0.00    0.00      14         void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [51]
                0.00    0.00      14/80          int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [9]
                0.00    0.00      14/32          operator new(unsigned long, void*) [21]
-----------------------------------------------
                0.00    0.00       2/14          std::allocator<int>::allocator() [167]
                0.00    0.00      12/14          std::allocator<int>::allocator<std::_List_node<int> >(std::allocator<std::_List_node<int> > const&) [70]
[52]     0.0    0.00    0.00      14         __gnu_cxx::new_allocator<int>::new_allocator() [52]
-----------------------------------------------
                0.00    0.00      14/14          std::allocator<int>::~allocator() [56]
[53]     0.0    0.00    0.00      14         __gnu_cxx::new_allocator<int>::~new_allocator() [53]
-----------------------------------------------
                0.00    0.00      14/14          std::stack<int, std::deque<int, std::allocator<int> > >::empty() const [55]
[54]     0.0    0.00    0.00      14         std::deque<int, std::allocator<int> >::empty() const [54]
                0.00    0.00      14/14          std::operator==(std::_Deque_iterator<int, int&, int*> const&, std::_Deque_iterator<int, int&, int*> const&) [58]
-----------------------------------------------
                0.00    0.00      14/14          Graph::findEulerianCircuit() [179]
[55]     0.0    0.00    0.00      14         std::stack<int, std::deque<int, std::allocator<int> > >::empty() const [55]
                0.00    0.00      14/14          std::deque<int, std::allocator<int> >::empty() const [54]
-----------------------------------------------
                0.00    0.00       1/14          std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [226]
                0.00    0.00       1/14          std::_Deque_base<int, std::allocator<int> >::_Deque_impl::~_Deque_impl() [206]
                0.00    0.00      12/14          std::__cxx11::list<int, std::allocator<int> >::remove(int const&) [87]
[56]     0.0    0.00    0.00      14         std::allocator<int>::~allocator() [56]
                0.00    0.00      14/14          __gnu_cxx::new_allocator<int>::~new_allocator() [53]
-----------------------------------------------
                0.00    0.00       3/14          std::vector<int, std::allocator<int> >::push_back(int const&) [121]
                0.00    0.00       4/14          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [153]
                0.00    0.00       7/14          std::deque<int, std::allocator<int> >::push_back(int const&) [117]
[57]     0.0    0.00    0.00      14         void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [57]
                0.00    0.00      14/80          int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [9]
                0.00    0.00      14/14          void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [51]
-----------------------------------------------
                0.00    0.00      14/14          std::deque<int, std::allocator<int> >::empty() const [54]
[58]     0.0    0.00    0.00      14         std::operator==(std::_Deque_iterator<int, int&, int*> const&, std::_Deque_iterator<int, int&, int*> const&) [58]
-----------------------------------------------
                0.00    0.00       5/13          __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [139]
                0.00    0.00       8/13          __gnu_cxx::new_allocator<int>::max_size() const [99]
[59]     0.0    0.00    0.00      13         __gnu_cxx::new_allocator<int>::_M_max_size() const [59]
-----------------------------------------------
                0.00    0.00      12/12          std::allocator_traits<std::allocator<std::_List_node<int> > >::deallocate(std::allocator<std::_List_node<int> >&, std::_List_node<int>*, unsigned long) [75]
[60]     0.0    0.00    0.00      12         __gnu_cxx::new_allocator<std::_List_node<int> >::deallocate(std::_List_node<int>*, unsigned long) [60]
-----------------------------------------------
                0.00    0.00      12/12          void std::allocator_traits<std::allocator<std::_List_node<int> > >::destroy<int>(std::allocator<std::_List_node<int> >&, int*) [76]
[61]     0.0    0.00    0.00      12         void __gnu_cxx::new_allocator<std::_List_node<int> >::destroy<int>(int*) [61]
-----------------------------------------------
                0.00    0.00      12/12          std::allocator_traits<std::allocator<std::_List_node<int> > >::allocate(std::allocator<std::_List_node<int> >&, unsigned long) [77]
[62]     0.0    0.00    0.00      12         __gnu_cxx::new_allocator<std::_List_node<int> >::allocate(unsigned long, void const*) [62]
                0.00    0.00      12/12          __gnu_cxx::new_allocator<std::_List_node<int> >::_M_max_size() const [65]
-----------------------------------------------
                0.00    0.00      12/12          void std::allocator_traits<std::allocator<std::_List_node<int> > >::construct<int, int const&>(std::allocator<std::_List_node<int> >&, int*, int const&) [78]
[63]     0.0    0.00    0.00      12         void __gnu_cxx::new_allocator<std::_List_node<int> >::construct<int, int const&>(int*, int const&) [63]
                0.00    0.00      12/80          int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [9]
                0.00    0.00      12/32          operator new(unsigned long, void*) [21]
-----------------------------------------------
                0.00    0.00      12/12          std::allocator<std::_List_node<int> >::allocator(std::allocator<std::_List_node<int> > const&) [69]
[64]     0.0    0.00    0.00      12         __gnu_cxx::new_allocator<std::_List_node<int> >::new_allocator(__gnu_cxx::new_allocator<std::_List_node<int> > const&) [64]
-----------------------------------------------
                0.00    0.00      12/12          __gnu_cxx::new_allocator<std::_List_node<int> >::allocate(unsigned long, void const*) [62]
[65]     0.0    0.00    0.00      12         __gnu_cxx::new_allocator<std::_List_node<int> >::_M_max_size() const [65]
-----------------------------------------------
                0.00    0.00      12/12          std::__cxx11::list<int, std::allocator<int> >::get_allocator() const [67]
[66]     0.0    0.00    0.00      12         std::__cxx11::_List_base<int, std::allocator<int> >::_M_get_Node_allocator() const [66]
-----------------------------------------------
                0.00    0.00      12/12          std::__cxx11::list<int, std::allocator<int> >::remove(int const&) [87]
[67]     0.0    0.00    0.00      12         std::__cxx11::list<int, std::allocator<int> >::get_allocator() const [67]
                0.00    0.00      12/12          std::__cxx11::_List_base<int, std::allocator<int> >::_M_get_Node_allocator() const [66]
                0.00    0.00      12/12          std::allocator<int>::allocator<std::_List_node<int> >(std::allocator<std::_List_node<int> > const&) [70]
-----------------------------------------------
                0.00    0.00      12/12          std::__cxx11::list<int, std::allocator<int> >::list(std::allocator<int> const&) [92]
[68]     0.0    0.00    0.00      12         std::allocator<std::_List_node<int> >::allocator<int>(std::allocator<int> const&) [68]
                0.00    0.00      12/18          __gnu_cxx::new_allocator<std::_List_node<int> >::new_allocator() [41]
-----------------------------------------------
                0.00    0.00      12/12          std::__cxx11::_List_base<int, std::allocator<int> >::_List_impl::_List_impl(std::allocator<std::_List_node<int> >&&) [79]
[69]     0.0    0.00    0.00      12         std::allocator<std::_List_node<int> >::allocator(std::allocator<std::_List_node<int> > const&) [69]
                0.00    0.00      12/12          __gnu_cxx::new_allocator<std::_List_node<int> >::new_allocator(__gnu_cxx::new_allocator<std::_List_node<int> > const&) [64]
-----------------------------------------------
                0.00    0.00      12/12          std::__cxx11::list<int, std::allocator<int> >::get_allocator() const [67]
[70]     0.0    0.00    0.00      12         std::allocator<int>::allocator<std::_List_node<int> >(std::allocator<std::_List_node<int> > const&) [70]
                0.00    0.00      12/14          __gnu_cxx::new_allocator<int>::new_allocator() [52]
-----------------------------------------------
                0.00    0.00      12/12          std::__cxx11::list<int, std::allocator<int> >::_M_check_equal_allocators(std::__cxx11::list<int, std::allocator<int> >&) [86]
[71]     0.0    0.00    0.00      12         std::__alloc_neq<std::allocator<std::_List_node<int> >, true>::_S_do_it(std::allocator<std::_List_node<int> > const&, std::allocator<std::_List_node<int> > const&) [71]
-----------------------------------------------
                0.00    0.00      12/12          std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [85]
[72]     0.0    0.00    0.00      12         std::__allocated_ptr<std::allocator<std::_List_node<int> > >::__allocated_ptr(std::allocator<std::_List_node<int> >&, std::_List_node<int>*) [72]
                0.00    0.00      12/12          std::allocator<std::_List_node<int> >* std::__addressof<std::allocator<std::_List_node<int> > >(std::allocator<std::_List_node<int> >&) [93]
-----------------------------------------------
                0.00    0.00      12/12          std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [85]
[73]     0.0    0.00    0.00      12         std::__allocated_ptr<std::allocator<std::_List_node<int> > >::~__allocated_ptr() [73]
-----------------------------------------------
                0.00    0.00      12/12          std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [85]
[74]     0.0    0.00    0.00      12         std::__allocated_ptr<std::allocator<std::_List_node<int> > >::operator=(decltype(nullptr)) [74]
-----------------------------------------------
                0.00    0.00      12/12          std::__cxx11::_List_base<int, std::allocator<int> >::_M_put_node(std::_List_node<int>*) [82]
[75]     0.0    0.00    0.00      12         std::allocator_traits<std::allocator<std::_List_node<int> > >::deallocate(std::allocator<std::_List_node<int> >&, std::_List_node<int>*, unsigned long) [75]
                0.00    0.00      12/12          __gnu_cxx::new_allocator<std::_List_node<int> >::deallocate(std::_List_node<int>*, unsigned long) [60]
-----------------------------------------------
                0.00    0.00      12/12          std::__cxx11::_List_base<int, std::allocator<int> >::_M_clear() [44]
[76]     0.0    0.00    0.00      12         void std::allocator_traits<std::allocator<std::_List_node<int> > >::destroy<int>(std::allocator<std::_List_node<int> >&, int*) [76]
                0.00    0.00      12/12          void __gnu_cxx::new_allocator<std::_List_node<int> >::destroy<int>(int*) [61]
-----------------------------------------------
                0.00    0.00      12/12          std::__cxx11::_List_base<int, std::allocator<int> >::_M_get_node() [81]
[77]     0.0    0.00    0.00      12         std::allocator_traits<std::allocator<std::_List_node<int> > >::allocate(std::allocator<std::_List_node<int> >&, unsigned long) [77]
                0.00    0.00      12/12          __gnu_cxx::new_allocator<std::_List_node<int> >::allocate(unsigned long, void const*) [62]
-----------------------------------------------
                0.00    0.00      12/12          std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [85]
[78]     0.0    0.00    0.00      12         void std::allocator_traits<std::allocator<std::_List_node<int> > >::construct<int, int const&>(std::allocator<std::_List_node<int> >&, int*, int const&) [78]
                0.00    0.00      12/80          int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [9]
                0.00    0.00      12/12          void __gnu_cxx::new_allocator<std::_List_node<int> >::construct<int, int const&>(int*, int const&) [63]
-----------------------------------------------
                0.00    0.00      12/12          std::__cxx11::_List_base<int, std::allocator<int> >::_List_base(std::allocator<std::_List_node<int> >&&) [83]
[79]     0.0    0.00    0.00      12         std::__cxx11::_List_base<int, std::allocator<int> >::_List_impl::_List_impl(std::allocator<std::_List_node<int> >&&) [79]
                0.00    0.00      12/24          std::remove_reference<std::allocator<std::_List_node<int> >&>::type&& std::move<std::allocator<std::_List_node<int> >&>(std::allocator<std::_List_node<int> >&) [39]
                0.00    0.00      12/12          std::allocator<std::_List_node<int> >::allocator(std::allocator<std::_List_node<int> > const&) [69]
                0.00    0.00      12/18          std::__detail::_List_node_header::_List_node_header() [48]
-----------------------------------------------
                0.00    0.00      12/12          std::__cxx11::list<int, std::allocator<int> >::splice(std::_List_const_iterator<int>, std::__cxx11::list<int, std::allocator<int> >&&, std::_List_const_iterator<int>) [88]
[80]     0.0    0.00    0.00      12         std::__cxx11::_List_base<int, std::allocator<int> >::_M_dec_size(unsigned long) [80]
-----------------------------------------------
                0.00    0.00      12/12          std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [85]
[81]     0.0    0.00    0.00      12         std::__cxx11::_List_base<int, std::allocator<int> >::_M_get_node() [81]
                0.00    0.00      12/12          std::allocator_traits<std::allocator<std::_List_node<int> > >::allocate(std::allocator<std::_List_node<int> >&, unsigned long) [77]
-----------------------------------------------
                0.00    0.00      12/12          std::__cxx11::_List_base<int, std::allocator<int> >::_M_clear() [44]
[82]     0.0    0.00    0.00      12         std::__cxx11::_List_base<int, std::allocator<int> >::_M_put_node(std::_List_node<int>*) [82]
                0.00    0.00      12/12          std::allocator_traits<std::allocator<std::_List_node<int> > >::deallocate(std::allocator<std::_List_node<int> >&, std::_List_node<int>*, unsigned long) [75]
-----------------------------------------------
                0.00    0.00      12/12          std::__cxx11::list<int, std::allocator<int> >::list(std::allocator<int> const&) [92]
[83]     0.0    0.00    0.00      12         std::__cxx11::_List_base<int, std::allocator<int> >::_List_base(std::allocator<std::_List_node<int> >&&) [83]
                0.00    0.00      12/24          std::remove_reference<std::allocator<std::_List_node<int> >&>::type&& std::move<std::allocator<std::_List_node<int> >&>(std::allocator<std::_List_node<int> >&) [39]
                0.00    0.00      12/12          std::__cxx11::_List_base<int, std::allocator<int> >::_List_impl::_List_impl(std::allocator<std::_List_node<int> >&&) [79]
-----------------------------------------------
                0.00    0.00      12/12          std::__cxx11::list<int, std::allocator<int> >::splice(std::_List_const_iterator<int>, std::__cxx11::list<int, std::allocator<int> >&&, std::_List_const_iterator<int>) [88]
[84]     0.0    0.00    0.00      12         std::__cxx11::list<int, std::allocator<int> >::_M_transfer(std::_List_iterator<int>, std::_List_iterator<int>, std::_List_iterator<int>) [84]
-----------------------------------------------
                0.00    0.00      12/12          void std::__cxx11::list<int, std::allocator<int> >::_M_insert<int const&>(std::_List_iterator<int>, int const&) [90]
[85]     0.0    0.00    0.00      12         std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [85]
                0.00    0.00      12/12          std::__cxx11::_List_base<int, std::allocator<int> >::_M_get_node() [81]
                0.00    0.00      12/48          std::__cxx11::_List_base<int, std::allocator<int> >::_M_get_Node_allocator() [14]
                0.00    0.00      12/12          std::__allocated_ptr<std::allocator<std::_List_node<int> > >::__allocated_ptr(std::allocator<std::_List_node<int> >&, std::_List_node<int>*) [72]
                0.00    0.00      12/80          int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [9]
                0.00    0.00      12/60          std::_List_node<int>::_M_valptr() [12]
                0.00    0.00      12/12          void std::allocator_traits<std::allocator<std::_List_node<int> > >::construct<int, int const&>(std::allocator<std::_List_node<int> >&, int*, int const&) [78]
                0.00    0.00      12/12          std::__allocated_ptr<std::allocator<std::_List_node<int> > >::operator=(decltype(nullptr)) [74]
                0.00    0.00      12/12          std::__allocated_ptr<std::allocator<std::_List_node<int> > >::~__allocated_ptr() [73]
-----------------------------------------------
                0.00    0.00      12/12          std::__cxx11::list<int, std::allocator<int> >::splice(std::_List_const_iterator<int>, std::__cxx11::list<int, std::allocator<int> >&&, std::_List_const_iterator<int>) [88]
[86]     0.0    0.00    0.00      12         std::__cxx11::list<int, std::allocator<int> >::_M_check_equal_allocators(std::__cxx11::list<int, std::allocator<int> >&) [86]
                0.00    0.00      24/48          std::__cxx11::_List_base<int, std::allocator<int> >::_M_get_Node_allocator() [14]
                0.00    0.00      12/12          std::__alloc_neq<std::allocator<std::_List_node<int> >, true>::_S_do_it(std::allocator<std::_List_node<int> > const&, std::allocator<std::_List_node<int> > const&) [71]
-----------------------------------------------
                0.00    0.00      12/12          Graph::removeEdge(int, int) [123]
[87]     0.0    0.00    0.00      12         std::__cxx11::list<int, std::allocator<int> >::remove(int const&) [87]
                0.00    0.00      30/48          std::operator!=(std::_List_iterator<int> const&, std::_List_iterator<int> const&) [15]
                0.00    0.00      24/36          std::__cxx11::list<int, std::allocator<int> >::begin() [20]
                0.00    0.00      24/36          std::_List_const_iterator<int>::_List_const_iterator(std::_List_iterator<int> const&) [19]
                0.00    0.00      18/42          std::_List_iterator<int>::operator++() [16]
                0.00    0.00      18/36          std::_List_iterator<int>::operator*() const [17]
                0.00    0.00      12/12          std::__cxx11::list<int, std::allocator<int> >::get_allocator() const [67]
                0.00    0.00      12/12          std::__cxx11::list<int, std::allocator<int> >::list(std::allocator<int> const&) [92]
                0.00    0.00      12/14          std::allocator<int>::~allocator() [56]
                0.00    0.00      12/30          std::__cxx11::list<int, std::allocator<int> >::end() [25]
                0.00    0.00      12/12          std::__cxx11::list<int, std::allocator<int> >::splice(std::_List_const_iterator<int>, std::__cxx11::list<int, std::allocator<int> >&, std::_List_const_iterator<int>) [89]
                0.00    0.00      12/18          std::__cxx11::list<int, std::allocator<int> >::~list() [46]
-----------------------------------------------
                0.00    0.00      12/12          std::__cxx11::list<int, std::allocator<int> >::splice(std::_List_const_iterator<int>, std::__cxx11::list<int, std::allocator<int> >&, std::_List_const_iterator<int>) [89]
[88]     0.0    0.00    0.00      12         std::__cxx11::list<int, std::allocator<int> >::splice(std::_List_const_iterator<int>, std::__cxx11::list<int, std::allocator<int> >&&, std::_List_const_iterator<int>) [88]
                0.00    0.00      36/36          std::_List_const_iterator<int>::_M_const_cast() const [18]
                0.00    0.00      24/24          std::operator==(std::_List_const_iterator<int> const&, std::_List_const_iterator<int> const&) [40]
                0.00    0.00      12/42          std::_List_iterator<int>::operator++() [16]
                0.00    0.00      12/36          std::_List_const_iterator<int>::_List_const_iterator(std::_List_iterator<int> const&) [19]
                0.00    0.00      12/24          std::__cxx11::list<int, std::allocator<int> >* std::__addressof<std::__cxx11::list<int, std::allocator<int> > >(std::__cxx11::list<int, std::allocator<int> >&) [37]
                0.00    0.00      12/12          std::__cxx11::list<int, std::allocator<int> >::_M_check_equal_allocators(std::__cxx11::list<int, std::allocator<int> >&) [86]
                0.00    0.00      12/12          std::__cxx11::list<int, std::allocator<int> >::_M_transfer(std::_List_iterator<int>, std::_List_iterator<int>, std::_List_iterator<int>) [84]
                0.00    0.00      12/24          std::__cxx11::_List_base<int, std::allocator<int> >::_M_inc_size(unsigned long) [36]
                0.00    0.00      12/12          std::__cxx11::_List_base<int, std::allocator<int> >::_M_dec_size(unsigned long) [80]
-----------------------------------------------
                0.00    0.00      12/12          std::__cxx11::list<int, std::allocator<int> >::remove(int const&) [87]
[89]     0.0    0.00    0.00      12         std::__cxx11::list<int, std::allocator<int> >::splice(std::_List_const_iterator<int>, std::__cxx11::list<int, std::allocator<int> >&, std::_List_const_iterator<int>) [89]
                0.00    0.00      12/12          std::remove_reference<std::__cxx11::list<int, std::allocator<int> >&>::type&& std::move<std::__cxx11::list<int, std::allocator<int> >&>(std::__cxx11::list<int, std::allocator<int> >&) [95]
                0.00    0.00      12/12          std::__cxx11::list<int, std::allocator<int> >::splice(std::_List_const_iterator<int>, std::__cxx11::list<int, std::allocator<int> >&&, std::_List_const_iterator<int>) [88]
-----------------------------------------------
                0.00    0.00      12/12          std::__cxx11::list<int, std::allocator<int> >::push_back(int const&) [91]
[90]     0.0    0.00    0.00      12         void std::__cxx11::list<int, std::allocator<int> >::_M_insert<int const&>(std::_List_iterator<int>, int const&) [90]
                0.00    0.00      12/80          int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [9]
                0.00    0.00      12/12          std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [85]
                0.00    0.00      12/24          std::__cxx11::_List_base<int, std::allocator<int> >::_M_inc_size(unsigned long) [36]
-----------------------------------------------
                0.00    0.00      12/12          Graph::addEdge(int, int) [124]
[91]     0.0    0.00    0.00      12         std::__cxx11::list<int, std::allocator<int> >::push_back(int const&) [91]
                0.00    0.00      12/30          std::__cxx11::list<int, std::allocator<int> >::end() [25]
                0.00    0.00      12/12          void std::__cxx11::list<int, std::allocator<int> >::_M_insert<int const&>(std::_List_iterator<int>, int const&) [90]
-----------------------------------------------
                0.00    0.00      12/12          std::__cxx11::list<int, std::allocator<int> >::remove(int const&) [87]
[92]     0.0    0.00    0.00      12         std::__cxx11::list<int, std::allocator<int> >::list(std::allocator<int> const&) [92]
                0.00    0.00      12/12          std::allocator<std::_List_node<int> >::allocator<int>(std::allocator<int> const&) [68]
                0.00    0.00      12/12          std::__cxx11::_List_base<int, std::allocator<int> >::_List_base(std::allocator<std::_List_node<int> >&&) [83]
                0.00    0.00      12/30          std::allocator<std::_List_node<int> >::~allocator() [24]
-----------------------------------------------
                0.00    0.00      12/12          std::__allocated_ptr<std::allocator<std::_List_node<int> > >::__allocated_ptr(std::allocator<std::_List_node<int> >&, std::_List_node<int>*) [72]
[93]     0.0    0.00    0.00      12         std::allocator<std::_List_node<int> >* std::__addressof<std::allocator<std::_List_node<int> > >(std::allocator<std::_List_node<int> >&) [93]
-----------------------------------------------
                0.00    0.00       4/12          std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_S_max_size(std::allocator<std::__cxx11::list<int, std::allocator<int> > > const&) [152]
                0.00    0.00       8/12          std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [105]
[94]     0.0    0.00    0.00      12         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [94]
-----------------------------------------------
                0.00    0.00      12/12          std::__cxx11::list<int, std::allocator<int> >::splice(std::_List_const_iterator<int>, std::__cxx11::list<int, std::allocator<int> >&, std::_List_const_iterator<int>) [89]
[95]     0.0    0.00    0.00      12         std::remove_reference<std::__cxx11::list<int, std::allocator<int> >&>::type&& std::move<std::__cxx11::list<int, std::allocator<int> >&>(std::__cxx11::list<int, std::allocator<int> >&) [95]
-----------------------------------------------
                0.00    0.00       1/9           std::vector<int, std::allocator<int> >::~vector() [261]
                0.00    0.00       8/9           void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [153]
[96]     0.0    0.00    0.00       9         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [96]
-----------------------------------------------
                0.00    0.00       1/9           std::deque<int, std::allocator<int> >::begin() [245]
                0.00    0.00       8/9           std::deque<int, std::allocator<int> >::end() [104]
[97]     0.0    0.00    0.00       9         std::_Deque_iterator<int, int&, int*>::_Deque_iterator(std::_Deque_iterator<int, int&, int*> const&) [97]
-----------------------------------------------
                0.00    0.00       4/8           std::vector<int, std::allocator<int> >::end() [154]
                0.00    0.00       4/8           std::vector<int, std::allocator<int> >::begin() [155]
[98]     0.0    0.00    0.00       8         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [98]
-----------------------------------------------
                0.00    0.00       8/8           std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [103]
[99]     0.0    0.00    0.00       8         __gnu_cxx::new_allocator<int>::max_size() const [99]
                0.00    0.00       8/13          __gnu_cxx::new_allocator<int>::_M_max_size() const [59]
-----------------------------------------------
                0.00    0.00       8/8           std::vector<int, std::allocator<int> >::max_size() const [101]
[100]    0.0    0.00    0.00       8         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [100]
-----------------------------------------------
                0.00    0.00       8/8           std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [148]
[101]    0.0    0.00    0.00       8         std::vector<int, std::allocator<int> >::max_size() const [101]
                0.00    0.00       8/8           std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [100]
                0.00    0.00       8/8           std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [105]
-----------------------------------------------
                0.00    0.00       1/8           std::deque<int, std::allocator<int> >::~deque() [247]
                0.00    0.00       7/8           std::deque<int, std::allocator<int> >::pop_back() [116]
[102]    0.0    0.00    0.00       8         std::_Deque_base<int, std::allocator<int> >::_M_get_Tp_allocator() [102]
-----------------------------------------------
                0.00    0.00       8/8           std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [105]
[103]    0.0    0.00    0.00       8         std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [103]
                0.00    0.00       8/8           __gnu_cxx::new_allocator<int>::max_size() const [99]
-----------------------------------------------
                0.00    0.00       1/8           std::deque<int, std::allocator<int> >::~deque() [247]
                0.00    0.00       7/8           std::deque<int, std::allocator<int> >::back() [115]
[104]    0.0    0.00    0.00       8         std::deque<int, std::allocator<int> >::end() [104]
                0.00    0.00       8/9           std::_Deque_iterator<int, int&, int*>::_Deque_iterator(std::_Deque_iterator<int, int&, int*> const&) [97]
-----------------------------------------------
                0.00    0.00       8/8           std::vector<int, std::allocator<int> >::max_size() const [101]
[105]    0.0    0.00    0.00       8         std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [105]
